Trial,TimeStamp,CursorPosX,CursorPosY,HandPosX,HandPosy,dVelocity
4,6739.5,719,602,719,602,0
4,6739.5,719,602,719,602,0
4,6739.5,719,602,719,602,0
4,6739.6,719,602,719,602,0
4,6739.6,719,602,719,602,0
4,6739.6,719,602,719,602,0
4,6739.6,719,602,719,602,0
4,6739.6,719,602,719,602,0
4,6739.6,719,602,719,602,0
4,6739.7,719,602,719,602,0
4,6739.7,719,602,719,602,0
4,6739.7,719,602,719,602,0
4,6739.7,719,602,719,602,0
4,6739.7,719,602,719,602,0
4,6739.7,719,602,719,602,0
4,6739.8,719,602,719,602,0
4,6739.8,719,602,719,602,0
4,6739.8,719,602,719,602,0
4,6739.8,719,602,719,602,0
4,6739.8,719,602,719,602,0
4,6739.8,719,602,719,602,0
4,6739.9,719,601,719,601,4.0161
4,6739.9,719,600,719,600,4.0161
4,6739.9,719,599,719,599,4.0161
4,6739.9,720,598,720,598,5.6796
4,6739.9,720,594,720,594,16.064
4,6739.9,720,591,720,591,12.048
4,6740,720,589,720,589,8.0321
4,6740,720,584,720,584,20.08
4,6740,720,584,720,584,0
4,6740,721,575,721,575,36.367
4,6740,721,570,721,570,20.08
4,6740,722,566,722,566,16.559
4,6740.1,721,560,721,560,24.429
4,6740.1,721,557,721,557,12.048
4,6740.1,721,556,721,556,4.0161
4,6740.1,722,546,722,546,40.361
4,6740.1,722,543,722,543,12.048
4,6740.1,722,535,722,535,32.129
4,6740.2,721,530,721,530,20.478
4,6740.2,721,529,721,529,4.0161
4,6740.2,721,523,721,523,24.096
4,6740.2,721,519,721,519,16.064
4,6740.2,720,514,720,514,20.478
4,6740.2,720,509,720,509,20.08
4,6740.3,720,506,720,506,12.048
4,6740.3,720,505,720,505,4.0161
4,6740.3,719,499,719,499,24.429
4,6740.3,719,496,719,496,12.048
4,6740.3,719,492,719,492,16.064
4,6740.3,720,489,720,489,12.7
4,6740.4,720,488,720,488,4.0161
4,6740.4,720,484,720,484,16.064
4,6740.4,720,483,720,483,4.0161
4,6740.4,721,482,721,482,5.6796
4,6740.4,721,480,721,480,8.0321
4,6740.4,721,479,721,479,4.0161
4,6740.5,722,479,722,479,4.0161
4,6740.5,722,477,722,477,8.0321
4,6740.5,723,476,723,476,5.6796
4,6740.5,723,475,723,475,4.0161
4,6740.5,724,474,724,474,5.6796
4,6740.5,724,474,724,474,0
4,6740.6,724,473,724,473,4.0161
4,6740.6,725,473,725,473,4.0161
4,6740.6,725,472,725,472,4.0161
4,6740.6,725,471,725,471,4.0161
4,6740.6,725,471,725,471,0
4,6740.6,725,470,725,470,4.0161
4,6740.7,726,469,726,469,5.6796
4,6740.7,726,468,726,468,4.0161
4,6740.7,726,466,726,466,8.0321
4,6740.7,725,465,725,465,5.6796
4,6740.7,725,464,725,464,4.0161
4,6740.7,725,462,725,462,8.0321
4,6740.8,725,460,725,460,8.0321
4,6740.8,725,459,725,459,4.0161
4,6740.8,726,457,726,457,8.9802
4,6740.8,726,456,726,456,4.0161
4,6740.8,726,456,726,456,0
4,6740.8,726,455,726,455,4.0161
4,6740.9,726,454,726,454,4.0161
4,6740.9,725,453,725,453,5.6796
4,6740.9,725,451,725,451,8.0321
4,6740.9,725,451,725,451,0
4,6740.9,725,448,725,448,12.048
4,6740.9,725,447,725,447,4.0161
4,6741,725,446,725,446,4.0161
4,6741,725,445,725,445,4.0161
4,6741,724,443,724,443,8.9802
