Trial,TimeStamp,CursorPosX,CursorPosY,HandPosX,HandPosy,dVelocity
2,6726,722,597,722,597,0
2,6726,722,597,722,597,0
2,6726,722,597,722,597,0
2,6726,722,597,722,597,0
2,6726,722,597,722,597,0
2,6726,722,597,722,597,0
2,6726.1,722,597,722,597,0
2,6726.1,722,597,722,597,0
2,6726.1,722,597,722,597,0
2,6726.1,722,597,722,597,0
2,6726.1,722,597,722,597,0
2,6726.1,722,597,722,597,0
2,6726.2,722,597,722,597,0
2,6726.2,722,597,722,597,0
2,6726.2,722,597,722,597,0
2,6726.2,722,596,722,596,4.0161
2,6726.2,722,595,722,595,4.0161
2,6726.2,722,594,722,594,4.0161
2,6726.3,721,592,721,592,8.9802
2,6726.3,721,591,721,591,4.0161
2,6726.3,721,590,721,590,4.0161
2,6726.3,721,588,721,588,8.0321
2,6726.3,721,586,721,586,8.0321
2,6726.3,721,584,721,584,8.0321
2,6726.4,721,582,721,582,8.0321
2,6726.4,721,574,721,574,32.129
2,6726.4,722,571,722,571,12.7
2,6726.4,722,567,722,567,16.064
2,6726.4,721,562,721,562,20.478
2,6726.4,721,560,721,560,8.0321
2,6726.5,721,559,721,559,4.0161
2,6726.5,721,548,721,548,44.177
2,6726.5,721,545,721,545,12.048
2,6726.5,721,541,721,541,16.064
2,6726.5,720,535,720,535,24.429
2,6726.5,720,532,720,532,12.048
2,6726.6,720,528,720,528,16.064
2,6726.6,719,525,719,525,12.7
2,6726.6,719,520,719,520,20.08
2,6726.6,718,515,718,515,20.478
2,6726.6,718,512,718,512,12.048
2,6726.6,718,509,718,509,12.048
2,6726.7,718,505,718,505,16.064
2,6726.7,718,501,718,501,16.064
2,6726.7,718,499,718,499,8.0321
2,6726.7,717,496,717,496,12.7
2,6726.7,717,492,717,492,16.064
2,6726.7,717,490,717,490,8.0321
2,6726.8,717,488,717,488,8.0321
2,6726.8,718,486,718,486,8.9802
2,6726.8,718,485,718,485,4.0161
2,6726.8,718,484,718,484,4.0161
2,6726.8,719,482,719,482,8.9802
2,6726.8,719,481,719,481,4.0161
2,6726.9,719,479,719,479,8.0321
2,6726.9,720,478,720,478,5.6796
2,6726.9,720,477,720,477,4.0161
2,6726.9,720,476,720,476,4.0161
2,6726.9,721,475,721,475,5.6796
2,6726.9,721,475,721,475,0
2,6727,721,474,721,474,4.0161
2,6727,721,474,721,474,0
2,6727,721,473,721,473,4.0161
2,6727,722,473,722,473,4.0161
2,6727,722,472,722,472,4.0161
2,6727,722,472,722,472,0
2,6727.1,722,472,722,472,0
2,6727.1,722,472,722,472,0
2,6727.1,722,472,722,472,0
2,6727.1,722,472,722,472,0
2,6727.1,722,472,722,472,0
2,6727.1,723,471,723,471,5.6796
2,6727.2,723,471,723,471,0
2,6727.2,723,471,723,471,0
2,6727.2,723,471,723,471,0
2,6727.2,723,471,723,471,0
2,6727.2,723,470,723,470,4.0161
2,6727.2,723,470,723,470,0
2,6727.3,724,469,724,469,5.6796
2,6727.3,724,469,724,469,0
2,6727.3,724,469,724,469,0
2,6727.3,724,468,724,468,4.0161
2,6727.3,724,468,724,468,0
2,6727.3,724,468,724,468,0
2,6727.4,724,467,724,467,4.0161
2,6727.4,725,467,725,467,4.0161
2,6727.4,725,467,725,467,0
2,6727.4,725,466,725,466,4.0161
2,6727.4,726,466,726,466,4.0161
2,6727.4,726,466,726,466,0
