718.81,602.56,718,602
718.81,602.56,718,602
718.81,602.56,718,602
718.81,602.56,718,602
718.81,602.56,718,602
718.81,602.56,718,602
718.81,602.56,718,602
718.81,602.56,718,602
718.81,602.56,718,602
718.81,602.56,718,602
718.81,602.56,718,602
718.81,602.56,718,602
718.81,602.56,718,602
718.81,602.56,718,602
718.81,602.56,718,602
718.81,602.56,718,602
719.4,601.28,719,601
719.4,601.28,719,601
719.4,601.28,719,601
718.97,597.18,720,597
718.29,595.3,720,595
718.54,593.08,721,593
718.45,589.92,722,590
718.7,587.7,723,588
718.36,586.76,723,587
717.5,578.56,725,579
717.91,570.95,728,572
717.05,562.75,730,564
716.27,557.71,731,559
715.93,556.77,731,558
714.72,547.63,733,549
713.61,541.66,734,543
713.43,535.33,736,537
713.59,529.95,738,532
713.5,526.79,739,529
713.16,525.85,739,528
711.86,513.55,742,516
712.37,509.11,744,512
711.25,503.13,745,506
710.13,497.15,746,500
710.13,497.15,746,500
709.61,489.89,748,493
708.49,483.91,749,487
709.69,481.34,751,485
710.54,477.84,753,482
711.13,476.56,754,481
711.89,469.89,757,475
713.09,467.33,759,473
713.34,465.11,760,471
713.59,462.88,761,469
714.79,460.32,763,467
714.44,459.38,763,466
714.7,457.16,764,464
714.95,454.94,765,462
715.55,453.65,766,461
716.49,453.31,767,461
716.14,452.37,767,460
717.08,452.03,768,460
717.08,452.03,768,460
717.08,452.03,768,460
717.08,452.03,768,460
717.08,452.03,768,460
717.08,452.03,768,460
717.08,452.03,768,460
717.08,452.03,768,460
717.08,452.03,768,460
717.08,452.03,768,460
717.08,452.03,768,460
717.08,452.03,768,460
717.08,452.03,768,460
717.08,452.03,768,460
717.08,452.03,768,460
717.08,452.03,768,460
717.08,452.03,768,460
717.08,452.03,768,460
717.08,452.03,768,460
717.08,452.03,768,460
717.08,452.03,768,460
717.08,452.03,768,460
717.08,452.03,768,460
717.08,452.03,768,460
717.08,452.03,768,460
717.08,452.03,768,460
717.08,452.03,768,460
717.08,452.03,768,460
717.08,452.03,768,460
717.08,452.03,768,460
717.08,452.03,768,460
717.08,452.03,768,460
717.08,452.03,768,460
