CursorPosX,CursorPosY,HandPosX,HandPosy,dVelocity
721,599,721,599,0
721,599,721,599,0
721,599,721,599,0
721,599,721,599,0
721,599,721,599,0
721,599,721,599,0
721,599,721,599,0
721,599,721,599,0
721,599,721,599,0
721,599,721,599,0
721,599,721,599,0
721,599,721,599,0
721,599,721,599,0
721,599,721,599,0
721,599,721,599,0
721,599,721,599,0
721,599,721,599,0
721,599,721,599,0
721,599,721,599,0
721,599,721,599,0
721,599,721,599,0
721,599,721,599,0
721,599,721,599,0
721,599,721,599,0
721,599,721,599,0
721,599,721,599,0
721,599,721,599,0
721,599,721,599,0
721,599,721,599,0
721,599,721,599,0
720,598,720,598,5.6796
720,596,720,596,8.0321
720,595,720,595,4.0161
721,592,721,592,12.7
721,591,721,591,4.0161
721,584,721,584,28.112
721,582,721,582,8.0321
722,576,722,576,24.429
722,573,722,573,12.048
722,567,722,567,24.096
722,565,722,565,8.0321
722,559,722,559,24.096
722,553,722,553,24.096
722,544,722,544,36.145
721,537,721,537,28.398
721,533,721,533,16.064
720,525,720,525,32.379
719,516,719,516,36.367
719,511,719,511,20.08
718,504,718,504,28.398
718,499,718,499,20.08
718,496,718,496,12.048
717,486,717,486,40.361
717,484,717,484,8.0321
716,477,716,477,28.398
716,475,716,475,8.0321
716,474,716,474,4.0161
716,470,716,470,16.064
716,469,716,469,4.0161
716,467,716,467,8.0321
716,466,716,466,4.0161
716,465,716,465,4.0161
716,465,716,465,0
716,463,716,463,8.0321
716,462,716,462,4.0161
716,460,716,460,8.0321
716,459,716,459,4.0161
716,458,716,458,4.0161
717,456,717,456,8.9802
717,456,717,456,0
718,455,718,455,5.6796
718,455,718,455,0
718,455,718,455,0
718,455,718,455,0
719,454,719,454,5.6796
719,454,719,454,0
719,454,719,454,0
719,454,719,454,0
719,454,719,454,0
719,454,719,454,0
719,454,719,454,0
719,454,719,454,0
719,453,719,453,4.0161
719,453,719,453,0
719,453,719,453,0
719,453,719,453,0
719,453,719,453,0
719,453,719,453,0
719,453,719,453,0
719,453,719,453,0
