726.07,602.04,725,604
726.07,602.04,725,604
726.07,602.04,725,604
726.07,602.04,725,604
726.07,602.04,725,604
726.07,602.04,725,604
726.07,602.04,725,604
726.07,602.04,725,604
726.07,602.04,725,604
726.07,602.04,725,604
726.07,602.04,725,604
726.07,602.04,725,604
726.07,602.04,725,604
726.07,602.04,725,604
726.07,602.04,725,604
726.07,602.04,725,604
726.07,602.04,725,604
726.07,602.04,725,604
726.07,602.04,725,604
727.01,601.7,726,604
726.66,600.76,726,603
726.32,599.82,726,602
726.58,597.6,727,600
725.55,594.78,727,597
724.77,589.74,728,592
723.74,586.92,728,589
723.65,583.76,729,586
720.91,576.25,729,578
721.07,570.87,731,573
720.05,568.05,731,570
718.24,560.19,732,562
718.06,553.87,734,556
716.86,544.73,736,547
716.42,540.63,737,543
716.59,535.24,739,538
715.72,527.04,741,530
715.29,522.94,742,526
713.74,512.86,744,516
712.62,506.88,745,510
711.16,499.97,746,503
711.07,496.8,747,500
710.3,491.76,748,495
708.84,484.85,749,488
708.41,480.75,750,484
709.26,477.24,752,481
709.42,471.86,754,476
710.27,468.36,756,473
710.52,466.13,757,471
712.31,462.29,760,468
712.91,461,761,467
713.16,458.78,762,465
712.48,456.9,762,463
712.04,452.8,763,459
712.64,451.52,764,458
713.24,450.24,765,457
713.83,448.96,766,456
714.77,448.61,767,456
715.37,447.33,768,455
715.37,447.33,768,455
716.31,446.99,769,455
716.31,446.99,769,455
716.31,446.99,769,455
716.31,446.99,769,455
716.31,446.99,769,455
716.31,446.99,769,455
716.31,446.99,769,455
716.31,446.99,769,455
716.31,446.99,769,455
716.31,446.99,769,455
716.31,446.99,769,455
716.31,446.99,769,455
716.31,446.99,769,455
716.31,446.99,769,455
716.31,446.99,769,455
716.31,446.99,769,455
716.31,446.99,769,455
716.31,446.99,769,455
716.31,446.99,769,455
716.31,446.99,769,455
716.31,446.99,769,455
716.31,446.99,769,455
716.31,446.99,769,455
716.31,446.99,769,455
716.31,446.99,769,455
716.31,446.99,769,455
716.31,446.99,769,455
716.31,446.99,769,455
716.31,446.99,769,455
716.31,446.99,769,455
716.31,446.99,769,455
