714.27,601.1,715,603
714.27,601.1,715,603
714.27,601.1,715,603
714.27,601.1,715,603
714.27,601.1,715,603
714.27,601.1,715,603
714.27,601.1,715,603
714.27,601.1,715,603
714.27,601.1,715,603
714.27,601.1,715,603
714.27,601.1,715,603
714.27,601.1,715,603
714.27,601.1,715,603
714.27,601.1,715,603
714.27,601.1,715,603
714.27,601.1,715,603
714.27,601.1,715,603
714.27,601.1,715,603
714.62,600.16,715,602
715.3,598.29,715,600
716.33,595.47,715,597
718.05,590.77,715,592
718.39,589.83,715,591
719.51,583.85,714,585
721.56,578.22,714,579
723.28,573.52,714,574
725.08,565.66,713,566
726.45,561.9,713,562
727.14,560.02,713,560
729.03,549.01,711,549
730.49,542.09,710,542
731.36,533.89,708,534
732.22,525.69,706,526
732.91,523.81,706,524
733.52,513.38,703,514
734.38,505.18,701,506
733.62,498.52,698,500
734.06,494.42,697,496
732.7,486.47,693,489
732.45,484.25,692,487
730.15,475.96,687,480
729.3,472.46,685,477
729.39,469.29,684,474
729.13,467.07,683,472
728.54,465.79,682,471
727.94,464.51,681,470
727,464.17,680,470
726.41,462.88,679,469
723.93,460.92,676,468
722.05,460.23,674,468
720.52,458.6,672,467
718.73,454.76,669,464
718.73,454.76,669,464
719.07,453.82,669,463
719.07,453.82,669,463
719.07,453.82,669,463
719.07,453.82,669,463
719.07,453.82,669,463
719.07,453.82,669,463
719.07,453.82,669,463
719.07,453.82,669,463
719.07,453.82,669,463
719.07,453.82,669,463
719.07,453.82,669,463
719.07,453.82,669,463
719.07,453.82,669,463
719.07,453.82,669,463
719.07,453.82,669,463
719.07,453.82,669,463
719.07,453.82,669,463
719.07,453.82,669,463
719.07,453.82,669,463
719.07,453.82,669,463
719.07,453.82,669,463
719.07,453.82,669,463
719.07,453.82,669,463
719.07,453.82,669,463
719.07,453.82,669,463
719.07,453.82,669,463
719.07,453.82,669,463
719.07,453.82,669,463
719.07,453.82,669,463
718.73,454.76,669,464
718.73,454.76,669,464
718.73,454.76,669,464
718.73,454.76,669,464
718.73,454.76,669,464
719.67,455.1,670,464
719.67,455.1,670,464
719.67,455.1,670,464
717.69,603.41,719,604
717.69,603.41,719,604
717.69,603.41,719,604
717.69,603.41,719,604
717.69,603.41,719,604
717.69,603.41,719,604
717.69,603.41,719,604
717.69,603.41,719,604
717.69,603.41,719,604
717.69,603.41,719,604
717.69,603.41,719,604
717.69,603.41,719,604
717.69,603.41,719,604
717.69,603.41,719,604
717.69,603.41,719,604
717.69,603.41,719,604
717.69,603.41,719,604
717.69,603.41,719,604
717.69,603.41,719,604
717.69,603.41,719,604
717.69,603.41,719,604
717.69,603.41,719,604
717.69,603.41,719,604
717.69,603.41,719,604
717.69,603.41,719,604
717.69,603.41,719,604
717.69,603.41,719,604
717.69,603.41,719,604
717.69,603.41,719,604
717.78,600.25,718,601
718.81,597.44,718,598
718.55,595.21,717,596
719.93,591.46,717,592
720.01,588.3,716,589
721.73,583.6,716,584
722.85,577.62,715,578
723.96,571.64,714,572
724.74,566.6,713,567
726.89,557.8,712,558
726.72,552.42,710,553
726.05,542.59,706,544
726.75,529.01,702,531
727.18,524.91,701,527
728.73,514.83,699,517
728.66,506.29,696,509
729.52,498.09,694,501
729.36,492.7,692,496
728.94,485.1,689,489
729.03,481.94,688,486
729.21,475.62,686,480
729.98,470.58,685,475
730.07,467.42,684,472
730.76,465.54,684,470
730.51,463.32,683,468
730.6,460.15,682,465
730.34,457.93,681,463
731.03,456.05,681,461
730.77,453.83,680,459
730.77,453.83,680,459
730.18,452.55,679,458
729.58,451.27,678,457
728.64,450.93,677,457
728.64,450.93,677,457
728.64,450.93,677,457
728.64,450.93,677,457
728.64,450.93,677,457
728.64,450.93,677,457
728.64,450.93,677,457
728.64,450.93,677,457
728.64,450.93,677,457
728.64,450.93,677,457
728.64,450.93,677,457
728.64,450.93,677,457
728.64,450.93,677,457
728.64,450.93,677,457
728.64,450.93,677,457
728.64,450.93,677,457
728.64,450.93,677,457
728.64,450.93,677,457
728.64,450.93,677,457
728.64,450.93,677,457
728.64,450.93,677,457
728.64,450.93,677,457
728.64,450.93,677,457
728.64,450.93,677,457
728.64,450.93,677,457
728.64,450.93,677,457
728.64,450.93,677,457
728.64,450.93,677,457
728.64,450.93,677,457
