CursorPosX,CursorPosY,HandPosX,HandPosy,dVelocity
727.43,594.1,729,597,0
727.43,594.1,729,597,0
727.43,594.1,729,597,0
727.43,594.1,729,597,0
727.43,594.1,729,597,0
727.43,594.1,729,597,0
727.43,594.1,729,597,0
727.43,594.1,729,597,0
727.43,594.1,729,597,0
727.43,594.1,729,597,0
727.43,594.1,729,597,0
727.43,594.1,729,597,0
727.43,594.1,729,597,0
727.43,594.1,729,597,0
727.43,594.1,729,597,0
727.43,594.1,729,597,0
727.43,594.1,729,597,0
727.43,594.1,729,597,0
727.43,594.1,729,597,0
727.08,593.16,729,596,4.0161
726.74,592.22,729,595,4.0161
726.4,591.28,729,594,4.0161
726.05,590.34,729,593,4.0161
725.71,589.4,729,592,4.0161
726.31,588.12,730,591,5.6796
725.28,585.3,730,588,12.048
724.25,582.48,730,585,12.048
723.56,580.6,730,583,8.0321
722.1,573.68,731,576,28.398
721.42,571.8,731,574,8.0321
719.27,563.01,732,565,36.367
718.84,558.91,733,561,16.559
718.41,554.81,734,557,16.559
717.97,550.71,735,553,16.559
718.74,544.04,738,547,26.941
719.59,540.54,740,544,14.48
720.26,530.71,744,535,39.554
720.42,525.33,746,530,21.627
720.93,520.89,748,526,17.96
721.09,515.5,750,521,21.627
721,512.34,751,518,12.7
724.84,502.43,758,510,42.691
725.34,497.98,760,506,17.96
726.19,494.48,762,503,14.48
727.3,488.75,765,498,23.417
727.21,485.59,766,495,12.7
728.56,477.65,770,488,32.379
731.55,471.23,775,483,28.398
732.65,465.51,778,478,23.417
732.22,461.41,779,474,16.559
733.07,457.9,781,471,14.48
733.32,455.68,782,469,8.9802
733.83,451.24,784,465,17.96
734.08,449.02,785,463,8.9802
735.28,446.45,787,461,11.359
735.53,444.23,788,459,8.9802
736.13,442.95,789,458,5.6796
736.13,442.95,789,458,0
736.38,440.73,790,456,8.9802
736.38,440.73,790,456,0
736.38,440.73,790,456,0
736.38,440.73,790,456,0
736.38,440.73,790,456,0
736.38,440.73,790,456,0
736.38,440.73,790,456,0
735.44,441.07,789,456,4.0161
734.5,441.41,788,456,4.0161
734.84,442.35,788,457,4.0161
733.9,442.7,787,457,4.0161
732.96,443.04,786,457,4.0161
732.02,443.38,785,457,4.0161
732.02,443.38,785,457,0
732.02,443.38,785,457,0
731.09,443.72,784,457,4.0161
731.09,443.72,784,457,0
731.09,443.72,784,457,0
731.09,443.72,784,457,0
730.15,444.07,783,457,4.0161
730.49,445.01,783,458,4.0161
730.49,445.01,783,458,0
729.55,445.35,782,458,4.0161
729.55,445.35,782,458,0
729.55,445.35,782,458,0
729.55,445.35,782,458,0
729.55,445.35,782,458,0
729.55,445.35,782,458,0
729.55,445.35,782,458,0
729.55,445.35,782,458,0
729.55,445.35,782,458,0
729.55,445.35,782,458,0
