0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,100,64.243,0,0,0,0,0,0,0,0,0,0,0,0,-3.6209,0,0,0
1,101,60.018,0,0,0,0,0,0,0,0,0,0,0,0,-7.2859,0,0,0
1,102,61.912,0,0,0,0,0,0,0,0,0,0,0,0,-8.8538,0,0,0
1,103,70.983,0,0,0,0,0,0,0,0,0,0,0,0,-3.2328,0,0,0
1,104,64.986,0,0,0,0,0,0,0,0,0,0,0,0,-5.0281,0,0,0
1,105,51.062,0,0,0,0,0,0,0,0,0,0,0,0,-3.757,0,0,0
1,106,45.45,0,0,0,0,0,0,0,0,0,0,0,0,-16.028,0,0,0
1,107,56.128,0,0,0,0,0,0,0,0,0,0,0,0,-7.3346,0,0,0
1,108,53.199,0,0,0,0,0,0,0,0,0,0,0,0,-7.1147,0,0,0
1,109,61.427,0,0,0,0,0,0,0,0,0,0,0,0,-9.0208,0,0,0
1,10,58.383,0,0,0,0,0,0,0,0,0,0,0,0,6.4649,0,0,0
1,110,50.929,0,0,0,0,0,0,0,0,0,0,0,0,-8.7311,0,0,0
1,111,50.96,0,0,0,0,0,0,0,0,0,0,0,0,-5.4439,0,0,0
1,112,58.441,0,0,0,0,0,0,0,0,0,0,0,0,-8.5021,0,0,0
1,113,65.968,0,0,0,0,0,0,0,0,0,0,0,0,-5.5244,0,0,0
1,114,65.152,0,0,0,0,0,0,0,0,0,0,0,0,-8.1511,0,0,0
1,115,53.923,0,0,0,0,0,0,0,0,0,0,0,0,-5.8282,0,0,0
1,116,54.379,0,0,0,0,0,0,0,0,0,0,0,0,-8.6055,0,0,0
1,117,54.308,0,0,0,0,0,0,0,0,0,0,0,0,-5.0241,0,0,0
1,118,62.767,0,0,0,0,0,0,0,0,0,0,0,0,-3.4509,0,0,0
1,119,68.774,0,0,0,0,0,0,0,0,0,0,0,0,-6.8098,0,0,0
1,11,58.666,0,0,0,0,0,0,0,0,0,0,0,0,7.3164,0,0,0
1,120,66.897,0,0,0,0,0,0,0,0,0,0,0,0,-5.5381,0,0,0
1,121,70.878,0,0,0,0,0,0,0,0,0,0,0,0,-4.9451,0,0,0
1,122,66.237,0,0,0,0,0,0,0,0,0,0,0,0,-0.5956,0,0,0
1,123,63.853,0,0,0,0,0,0,0,0,0,0,0,0,-3.5531,0,0,0
1,124,76.133,0,0,0,0,0,0,0,0,0,0,0,0,-3.628,0,0,0
1,125,60.99,0,0,0,0,0,0,0,0,0,0,0,0,-2.0505,0,0,0
1,126,216.48,0,0,0,0,0,0,0,0,0,0,0,0,182.7,0,0,0
1,127,68.433,0,0,0,0,0,0,0,0,0,0,0,0,-0.96075,0,0,0
1,128,58.477,0,0,0,0,0,0,0,0,0,0,0,0,-6.6088,0,0,0
1,129,56.678,0,0,0,0,0,0,0,0,0,0,0,0,-5.7635,0,0,0
1,12,60.249,0,0,0,0,0,0,0,0,0,0,0,0,-1.8087,0,0,0
1,130,60.766,0,0,0,0,0,0,0,0,0,0,0,0,-6.1032,0,0,0
1,131,206.57,0,0,0,0,0,0,0,0,0,0,0,0,174.11,0,0,0
1,132,217.7,0,0,0,0,0,0,0,0,0,0,0,0,183.03,0,0,0
1,133,56.43,0,0,0,0,0,0,0,0,0,0,0,0,-5.6768,0,0,0
1,134,75.756,0,0,0,0,0,0,0,0,0,0,0,0,-2.3899,0,0,0
1,135,81.539,0,0,0,0,0,0,0,0,0,0,0,0,-3.2408,0,0,0
1,136,68.624,0,0,0,0,0,0,0,0,0,0,0,0,-8.2751,0,0,0
